Game result,Time,Score,Algorithm
Lose,0.7335481643676758,49,alpha-beta
Lose,0.3342976570129394,33,alpha-beta
Lose,1.705185890197754,88,alpha-beta
Lose,0.8344283103942871,53,alpha-beta
Lose,1.896283864974976,95,alpha-beta
